Topic,Count,Name,Representation,Representative_Docs
198,12,198_squid_game_heist_interstellar,"['squid', 'game', 'heist', 'interstellar', 'goblin', 'endgame', 'blinders', 'peaky', 'drama', 'win']","['favorite  squid game money heist both money heist money heist top  boys  gen v breaking', 'fav series  squid game peaky blinders dark game thrones breaking squid game mast dekhunga  lucifer prison break suits  peaky blinders  vikings  narcos future man comedy action scifi drama adventure  ', 'favorite kdrama squid game beauty goblin dead dead squid game money heist s school 2017']"
199,12,199_hookup_interested_tinder_yes8263909976,"['hookup', 'interested', 'tinder', 'yes8263909976', 'labeled', 'chaako', 'fells', 'harkte', 'cid479368ca2m8ylk07kxreocmvvcbcjvm1udqy9261e2a2q5en', 'cid479368caa3lq6bxrjuxxz79f81lt1uiokoh82ihx3wmef1cf']","['girl delhi hookup   yesss', 'girl interested hookup yes8263909976 whatsap aate   cid479368ca2m8ylk07kxreocmvvcbcjvm1udqy9261e2a2q5en    ctg    gils  koncha tarika download tinder hookup hoota  install dating app ', 'hookup    noo interested yess girl ']"
200,12,200_gandhi_contribution_freedom_hardik,"['gandhi', 'contribution', 'freedom', 'hardik', 'pradesh', 'golghar', 'revolutionary', 'shekhar', 'bhagwant', 'chadrabosh']","['gorakhpurup     comments aaunga bataunga yessss comments  golghar gorakhpur  allahabad andhrapradesh secret information chale  himachal', 'real gandhi hadnt contribution freedom bharat   gandhi fake  parai mammi beta  compare contributions freedom fighter  contribution matters atleast contributed gandhi jawahar jaiso karan 1947 aazad aazadi hame pahle world war jaani d contribute  atleast  freedom definitely cuz revolutionary subash chadrabosh bhagat singh   ghadhi ji popular  spotlight', 'chlooo political bta     bakiii comment krdo arvind kejriwal narender modi rahul gandhi dhruv rathee maii yogi aadityanath ']"
201,12,201_toothpaste_namak_toothbrush_receive,"['toothpaste', 'namak', 'toothbrush', 'receive', 'brush', 'tooth', 'aapke', 'shoes', 'pikachu', 'sulfate']","['aapke toothpaste namak h    yess  bahot h namak  mei sakkar', 'apke toothpaste namak    comment main toothpaste krta ni brush jadi booti powder krta', 'aapke toothpaste namak  dabur toothpaste']"
202,12,202_happy_labour_mota_vighad,"['happy', 'labour', 'mota', 'vighad', 'gurpurb', 'successor', 'hansunga', 'stake', 'aakiti', 'loogi']","['akki stake smile  kbhi hansunga esa epic    nice  arey wah', '41 labour bahar aane feeling  happy happy pkmkb labour andr gyi   pkmkc', 'problem   god aakiti vighad   mota mota jhel loogi scared sud happy ']"
203,12,203_submissive_dominant_dominate_dom,"['submissive', 'dominant', 'dominate', 'dom', 'lead', 'dominated', 'secretary', 'wife', 'prefer', 'baatey']","['type guys girls  dominant submissive lmkic', 'u b ur partner 2 b dominant submissive  submissive depends mood guess  love dominate submissive   dom  submissive dominant dominant', 'prefer dominant submissive  dominant submissive partner dominant bed submissive nature ']"
204,12,204_past_future_zamane_move,"['past', 'future', 'zamane', 'move', 'history', 'present', 'sikhaya', 'thek', 'marvel', 'milla']","['conversation minute  future past khudse baat rehta waqt past   dead 1 min  atleast alive min ago lmao past ur future  present ig ', 'u past future past future      past  past fs gayab hoke past jana  past  present mei jeena shikhna', 'u chance future past u  future past present raho mast raho  kahe future tension palne  h past life buri kaam yee dekhna isee din aagye   past future dekhunga future past wapas gand jalani present jaara future past durr baat past jakr maar ']"
205,11,205_punish_part_sequence_parts,"['punish', 'part', 'sequence', 'parts', 'daddy', 'read', 'openion', 'wet', 'boy', 'guys']","['punish daddy  part 6  guys read parts sequence   comment wet hard', 'punish daddy  part 3  guys read parts sequence   comment ur thoughts part  girl  part  boy  comment', 'punish daddy  part 9  guys read parts sequence   part  girl  part  boy  comment horny ']"
206,11,206_trust_ldr_family_rule,"['trust', 'ldr', 'family', 'rule', 'zlx', 'khudpr', 'chodr', 'contour', 'ishita14', 'bhaino']","['share life taught  lesson  trust issues  fake friends  nt trust early revange leke matlab karma chodo death real reward fake friends family gon stay forever ups downs  friends relationship  respect spend time  make priority  bharose b  plan b ', 'trust  trust whatsoever trust s  s earned trust trust  trust  ll break ur heart listen trust nt trust humans trust pets trusting  milega genz trust  trust put knife neck press rule  69  trust hai rule nt trust', 'trust  trust hove nahhai bhaino family friend nahiiiii khudpr trust kr bakiyo pr kese karlu   family bhagwan trust mrf zlx sheer comfort long life  only life death']"
207,11,207_ajka_ladmi_galla_dedication,"['ajka', 'ladmi', 'galla', 'dedication', 'kallu', 'kayyil', 'kujh', 'illalo', 'malluz', 'sisa']","['sawal jawab shayari   ll pass kana kaya zindagi kesi apka ajka din ', 'sadhanam kayyil undo und myre', 'kaamyabi milti  ladmi milne ladki milne phele  humblewolf gaad lene ur work passion dedication gand ghisne']"
208,11,208_lmkic_1000worldszoro_ursus_gunluffy,"['lmkic', '1000worldszoro', 'ursus', 'gunluffy', 'strive', 'megumi', 'kuma', 'expansion', 'hypocrisy', 'flaw']","['biggest flaw generation  lmkic  lmkic hypocrisy', 'possible version rotten generation     strive  lmkic calm continue ', 'badass piece move  lmkic bajrang gunluffy ursus shock kuma 1000worldszoro domain expansion megumi ']"
209,10,209_heer_sultan_srilanka_azam,"['heer', 'sultan', 'srilanka', 'azam', 'babar', 'moosewala', 'sidhu', 'shah', 'adio', 'yuck']","['sultan ex  sultan gyi yuck urfi wtf   ', 'heer heer aakho adio te sahibaan hoyi   ', 'babar azam shah babar azam naseem shah virat kohli ']"
210,10,210_namde_cid_pujari_mujhko,"['namde', 'cid', 'pujari', 'mujhko', 'peene', 'cup', 'adaat', 'dedicateed', 'badnasib', 'suiiii']","['chlo cid chill kre cid cid', 'mujhko peena  peene khushnaseeb ameer  gareeb badnasib  mujhko peene do', 'rcb saal jeetegi jrur jitegi abb adaat  e sala cup namde  e sala cup namde agle saal cup namde future  ummeed duniya kayam csk fan ']"
211,10,211_os_marriage_dahej_mindset,"['os', 'marriage', 'dahej', 'mindset', 'sex', 'decision', 'cid479368ca6v0x0oa91b4ooijkug7u22nc24arps47vrbqt0a1', 'insist', 'gardan', 'forge']","['s view open relationshipmarriage s shit works choice monogamous af exciting spicy life style enjoy sex pleasure  choice free country karle protection creative nowadays  ', ' important marriage  sex trust care aloo sabzi ladki zinda future shadi bataunga paneer sabji dahej dahej sex trust  milna partner   cid479368ca6v0x0oa91b4ooijkug7u22nc24arps47vrbqt0a1    ctg   ', 'gon love partner spouse   idea    hate kinky stuff yeahh definitely   ambivalent feelings yea definitely course husbands wives forge add sugar tea belt haath jagah gardan baandh    cringe haii  mindset depends ur mindset  insist give hint']"
212,10,212_party_interview_freakyyfella_bhumi1578,"['party', 'interview', 'freakyyfella', 'bhumi1578', 'jadooalien', 'strangers', 'bye', 'rimuru09', 'uthwalo', 'cid479368ca04dd7bh47rqsgb543al16enqa1vu4fjii79mmlk0']","['interview tips lelo guys  comment  lena h  cares interview   cid479368cad6jhqgu6b3e3e3dfx1jo516oj4pckcm5pn4cb13f    ctg     shidi baat bo bkws', 'wan party  party krenge party krni   party clearing interview konsi party  daru party banti  chalenge  batade laha aana ha  pickup karle  chup hoja lassi bkl    cid479368caqxctxed1fclz9pnbx7kbmhwdew8tkmpdcfin472j    ctg    ll omni ready  uthwalo sabko   aana   room sbse h   cid479368ca5qysx14ws174evhufmxy22f3lcjd6c6iwk6e9clp    ctg    abba manege gharelu yaar  party  weekend  hunch    itsweirdo22 samman acchi party rakhne shukriya   rimuru09  bhumi1578  jadooalien  freakyyfella dhanyavad  kidney bina party aane  chalo bhago    cid479368caaogdh6b50qseyiswqk46pgsr4xt4lw7nhxbg9irl    ctg    chalo  rimuru09  bhumi1578  freakyyfella  jadooalien 12 baj  ram ram   cid479368cayzxs1n8xwxu4xsz1cttc3u63wnxuxoy91ee44wdz    ctg     freakyyfella  starshadoww  jadooalien  solidache  northstar  moonlight   tanjiroforever  bhumi1578  quietscale  forgetmenot  kritika91  humblewolf aajao free party  peeth dard babu bhaiya', 'talk strangers wait   cid479368cadm7qcjva4hidvacx65sz1zaufj8nuq3zeqdsy9jx    ctg    bolna h reply muh lelo block chill   cid479368cannqp7gvsr49epjn2ladijawdumhdui7s490q7zz4    ctg     hu ca nt talk efforts  naturally  honest feelings  deep eyes greet   lawde h  mumma sikhaya strangers baat   wassup  nt talk oye  darch   conversation automatically start jayegi ']"
213,10,213_car_bike_crash_flight,"['car', 'bike', 'crash', 'flight', 'train', 'cycle', 'gaari', 'travel', '3no', 'bicycle']","['vehicle u prefer travel   car n bike waqt pr free h kr nikal safar pr bus car bike lmkic', 'journey enjoy  bike  flight  train  car bus op  paidal bike  car  train flight   m waiting teleportation option  long  enjoy  flight betha kbhi  airport tk dekha ', 'travel   rest life  bus train flight bike car  partner  money auto bike bike  goal travel  u free   legs ']"
214,10,214_november_december_nut_sam,"['november', 'december', 'nut', 'sam', 'bahadur', 'oct', 'subhe', 'nnn', 'padhegi', 'packa']","['moye moye november chala gya   h  sal  december chala jaega nt worry  nut number ', 'aapka nnn  nut november nap november nah nah nah november', '1 november dekhne jaaoge sam manekshaw animal lulli v subhe subhe                     24 oct   1 december sam bahadur watch november dobar  saal sam bahadur  1st december bruh  15 august ']"
215,10,215_cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi_ajan_ctg_vibe,"['cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi', 'ajan', 'ctg', 'vibe', 'syntaxterror', 'sharmaji2648', 'piche', 'bhago', 'aikaa', 'cid479368can6ezxgwuirgxyg9hotkb02oxukfmu6wy1az2g4ge']","['chalo faltu comments  vibe dete  vibe vibe comments faltu comments comments chak india chalo cumback cumback khelte  vibe vibe bore limit cross kr chuka   sharmaji2648 aaja laude aana bhadve chuka  sharmaji2648 aaja  unlikeable  sharmaji2648 aaja tareeka sharma ji  1 poll vibe bhada lunga bheek mangne tarika kezual h vibe  syntaxterror  syntaxterror fuck  syntaxterror fuck  syntaxterror fuck faltu gim vibes  kr rahee  moyee moyeee  mtlb bt bina cmnt section adhura h  destroy 80  humanity', '3 idiots dialogue aapko  comment science taraf hai success piche bhago excellence piche bhago success jhak mar piche aaegi study time padhai yaad rehta dialogue ghanta yaad  dbrrrrrrrrrrrrrr drrrrrbbrrrrrrrrr  raju live race stan sabke pass h dikhata naeeeee  induction motor starts  raju  brooom  broooooooommm broooooom  jahanpanah tussi great taufa qubool kro vhi pyaar jaane niklta  abba maanege  vastra utraye apke mutra visarjan karenge ashleel londa pahla comment success piche bhago excellence piche bhago success jhak maar piche aaega dialog 3 idiot chhadma padam madyam padam thuchuk thuchuk', '               dal  surat korean dikhra phir kaiku korean mey translate daala hunch  sharmaji   sharmaji    hunch chitiya  aa aayeein  jao kimjonun bulao padne gaesaekki likha reached wrong audiance  bricks lage question  krazzydev haya aa       sharmaji2648  bandi boyfriend gand todni moye moye hogis life moye moye moye moye baigan aayein  like kr krke thak gya 1 sibal  trickygallop niche kese comments 1 100 vese comments  unlikeable   llucifer666 comments 1 100  barsapriya hey haya faltu comments vibe  llucifer666 comments count 1 1 jese mene niche vese  krazyyforkrazzz aa niche comments 1 100 vese comments buss simple koni chiwa bhos  chiwa              muh lelo sarahaeu nae saraseuraon ga idea means roughly wrote translate english    iee ohh jisko korean mh gali ati h isko do ching chong ping pong khi khi kuu kuu                 sharma ji ladka korean pada h shung ping chung dung   cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      bs intiassa aion olla intian historian ajan aikaan       cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg        cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg        cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg                       pagal dikhriu     cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368caveurpg8upclzad6ssvcmzgjbm4qjdq9ndnjwbi6q    ctg    hoe gaan dit    cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg       cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368can6ezxgwuirgxyg9hotkb02oxukfmu6wy1az2g4ge    ctg        cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg                       cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368caxctdfkbovu455srpbtueknzug894wznj6j7lqea7    ctg    wat s jy     cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg       cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg           cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368can6ezxgwuirgxyg9hotkb02oxukfmu6wy1az2g4ge    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg       cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg           cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg        cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg    olen erittin kiinnostunut maailmasta  joka tynn aikaajan aikaa           cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg       cid479368caxctdfkbovu455srpbtueknzug894wznj6j7lqea7    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg       cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg         cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368casc7l2xz4qbdxyh7lg9yy21rn286npcmmb5ored35    ctg      cid479368cazy6rxrmdae9xqmoaxxo4sag0navn9xrm9i90d4ug    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368can6ezxgwuirgxyg9hotkb02oxukfmu6wy1az2g4ge    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg          cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg        cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg       cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg       cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg       cid479368casc7l2xz4qbdxyh7lg9yy21rn286npcmmb5ored35    ctg             cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg        cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg            cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg      cid479368cazh28reb2ltk42owkxx47oha9kaocoyikjkoybppi    ctg    hehehe maailmassa  joka tynn aikaa ajan ajan ajan ajan ajan ajan aikaa                                             chew chaw chiu chiu cha chen chi chen xiao xiu xao ayesssiiiiiiii  shayad esa sharma ji army badi army  translate    kabirahspeaking ajja  lightningrose chalo  lightningrose chalo kali pili comments niche 1 100 tumko mangta 2x vibe  noniloloni                               aayein   bts aa ']"
